Region,State or Province,City,Postal Code,Location_id
East,Massachusetts,Groton,1450,MG1450
East,Massachusetts,Hanover,2339,MH2339
East,Massachusetts,Hanson,2341,MH2341
East,Massachusetts,Haverhill,1832,MH1832
East,Massachusetts,Hingham,2018,MH2018
East,Massachusetts,Holden,1520,MH1520
East,Massachusetts,Holyoke,1040,MH1040
East,Massachusetts,Hopkinton,1748,MH1748
East,Massachusetts,Hudson,1749,MH1749
East,Massachusetts,Ipswich,1938,MI1938
East,Massachusetts,Kingston,2364,MK2364
East,Massachusetts,Lawrence,1840,ML1840
East,Massachusetts,Lawrence,1841,ML1841
East,Massachusetts,Leominster,1453,ML1453
East,Massachusetts,Lexington,2420,ML2420
East,Massachusetts,Longmeadow,1106,ML1106
East,Massachusetts,Lowell,1852,ML1852
East,Massachusetts,Ludlow,1056,ML1056
East,Massachusetts,Lunenburg,1462,ML1462
East,Massachusetts,Lynn,1901,ML1901
East,Massachusetts,Malden,2148,MM2148
East,Massachusetts,Mansfield,2048,MM2048
East,Massachusetts,Marblehead,1945,MM1945
East,Massachusetts,Marlborough,1752,MM1752
East,Massachusetts,Marshfield,2050,MM2050
East,Massachusetts,Medford,2153,MM2153
East,Massachusetts,Milford,1757,MM1757
East,Massachusetts,Milton,2186,MM2186
East,Massachusetts,Natick,1760,MN1760
East,Massachusetts,Needham,2492,MN2492
East,Massachusetts,New Bedford,2740,MN2740
East,Massachusetts,New Bedford,2744,MN2744
East,Massachusetts,Newburyport,1950,MN1950
East,Massachusetts,Newton,2456,MN2456
East,Massachusetts,North Andover,1845,MN1845
East,Massachusetts,North Pembroke,2358,MN2358
East,Massachusetts,Northampton,1060,MN1060
East,Massachusetts,Norton,2766,MN2766
East,Massachusetts,Norwood,2062,MN2062
East,Massachusetts,Oxford,1540,MO1540
East,Massachusetts,Palmer,1069,MP1069
East,Massachusetts,Pepperell,1463,MP1463
East,Massachusetts,Plymouth,2345,MP2345
East,Massachusetts,Quincy,2169,MQ2169
East,Massachusetts,Reading,1867,MR1867
East,Massachusetts,Revere,2151,MR2151
East,Massachusetts,Rockland,2370,MR2370
East,Massachusetts,Sandwich,2563,MS2563
East,Massachusetts,Saugus,1906,MS1906
East,Massachusetts,Scituate,2040,MS2040
East,Massachusetts,Sharon,2067,MS2067
East,Massachusetts,Shrewsbury,1545,MS1545
East,Massachusetts,Somerset,2725,MS2725
East,Massachusetts,Somerville,2145,MS2145
East,Massachusetts,South Boston,2127,MS2127
East,Massachusetts,South Hadley,1075,MS1075
East,Massachusetts,Southbridge,1550,MS1550
East,Massachusetts,Springfield,1108,MS1108
East,Massachusetts,Stoneham,2180,MS2180
East,Massachusetts,Stoughton,2072,MS2072
East,Massachusetts,Sudbury,1776,MS1776
East,Massachusetts,Swansea,2777,MS2777
East,Massachusetts,Taunton,2718,MT2718
East,Massachusetts,Tewksbury,1876,MT1876
East,Massachusetts,Townsend,1469,MT1469
East,Massachusetts,Wakefield,1880,MW1880
East,Massachusetts,Walpole,2032,MW2032
East,Massachusetts,Waltham,2451,MW2451
East,Massachusetts,Watertown,2471,MW2471
East,Massachusetts,Webster,1570,MW1570
East,Massachusetts,Wellesley,2457,MW2457
East,Massachusetts,West Springfield,1089,MW1089
East,Massachusetts,Westborough,1580,MW1580
East,Massachusetts,Westford,1886,MW1886
East,Massachusetts,Weymouth,2190,MW2190
East,Massachusetts,Wilbraham,1095,MW1095
East,Massachusetts,Wilmington,1887,MW1887
East,Massachusetts,Winchester,1890,MW1890
East,Massachusetts,Winthrop,2152,MW2152
East,Massachusetts,Woburn,1801,MW1801
East,Massachusetts,Worcester,1605,MW1605
East,Massachusetts,Worcester,1607,MW1607
East,Massachusetts,Worcester,1610,MW1610
East,Massachusetts,Yarmouth,2664,MY2664
East,New Hampshire,Bedford,3110,NB3110
East,New Hampshire,Concord,3301,NC3301
East,New Hampshire,Derry,3038,ND3038
East,New Hampshire,Dover,3820,ND3820
East,New Hampshire,Goffstown,3045,NG3045
East,New Hampshire,Hampton,3842,NH3842
East,New Hampshire,Hudson,3051,NH3051
East,New Hampshire,Keene,3431,NK3431
East,New Hampshire,Laconia,3246,NL3246
East,New Hampshire,Londonderry,3053,NL3053
East,New Hampshire,Manchester,3101,NM3101
East,New Hampshire,Merrimack,3054,NM3054
East,New Hampshire,Nashua,3060,NN3060
East,New Hampshire,Portsmouth,3801,NP3801
East,New Hampshire,Rochester,3839,NR3839
East,New Hampshire,Salem,3079,NS3079
East,New Jersey,Asbury Park,7712,NA7712
East,New Jersey,Atlantic City,8401,NA8401
East,New Jersey,Avenel,7001,NA7001
East,New Jersey,Bayonne,7002,NB7002
East,New Jersey,Belleville,7109,NB7109
East,New Jersey,Bergenfield,7621,NB7621
East,New Jersey,Bloomfield,7003,NB7003
East,New Jersey,Bridgeton,8302,NB8302
East,New Jersey,Camden,8101,NC8101
East,New Jersey,Carteret,7008,NC7008
East,New Jersey,Cherry Hill,8002,NC8002
East,New Jersey,Cliffside Park,7010,NC7010
East,New Jersey,Clifton,7011,NC7011
East,New Jersey,Colonia,7067,NC7067
East,New Jersey,Cranford,7016,NC7016
East,New Jersey,Dover,7801,ND7801
East,New Jersey,Dumont,7628,ND7628
East,New Jersey,East Brunswick,8816,NE8816
East,New Jersey,East Orange,7017,NE7017
East,New Jersey,Edison,8817,NE8817
East,New Jersey,Elizabeth,7201,NE7201
East,New Jersey,Elmwood Park,7407,NE7407
East,New Jersey,Englewood,7631,NE7631
East,New Jersey,Ewing,8618,NE8618
East,New Jersey,Fair Lawn,7410,NF7410
East,New Jersey,Fords,8863,NF8863
East,New Jersey,Fort Lee,7024,NF7024
East,New Jersey,Garfield,7026,NG7026
East,New Jersey,Glassboro,8028,NG8028
East,New Jersey,Hackensack,7601,NH7601
East,New Jersey,Hawthorne,7506,NH7506
East,New Jersey,Hillside,7205,NH7205
East,New Jersey,Hoboken,7030,NH7030
East,New Jersey,Hopatcong,7843,NH7843
East,New Jersey,Irvington,7111,NI7111
East,New Jersey,Iselin,8830,NI8830
East,New Jersey,Jersey City,7097,NJ7097
East,New Jersey,Kearny,7032,NK7032
East,New Jersey,Lakewood,8701,NL8701
East,New Jersey,Linden,7036,NL7036
East,New Jersey,Lindenwold,8021,NL8021
East,New Jersey,Livingston,7039,NL7039
East,New Jersey,Lodi,7644,NL7644
East,New Jersey,Long Branch,7740,NL7740
East,New Jersey,Lyndhurst,7071,NL7071
East,New Jersey,Madison,7940,NM7940
East,New Jersey,Maple Shade,8052,NM8052
East,New Jersey,Maplewood,7040,NM7040
East,New Jersey,Millville,8332,NM8332
East,New Jersey,Montclair,7042,NM7042
East,New Jersey,Morristown,7960,NM7960
East,New Jersey,New Brunswick,8901,NN8901
East,New Jersey,New Milford,7646,NN7646
East,New Jersey,Newark,7101,NN7101
East,New Jersey,North Arlington,7031,NN7031
East,New Jersey,North Bergen,7047,NN7047
East,New Jersey,North Plainfield,7060,NN7060
East,New Jersey,Nutley,7110,NN7110
East,New Jersey,Ocean City,8226,NO8226
East,New Jersey,Old Bridge,8857,NO8857
East,New Jersey,Orange,7050,NO7050
East,New Jersey,Palisades Park,7650,NP7650
East,New Jersey,Paramus,7652,NP7652
East,New Jersey,Parsippany,7054,NP7054
East,New Jersey,Passaic,7055,NP7055
East,New Jersey,Paterson,7501,NP7501
East,New Jersey,Pennsauken,8109,NP8109
East,New Jersey,Perth Amboy,8861,NP8861
East,New Jersey,Phillipsburg,8865,NP8865
East,New Jersey,Plainfield,7060,NP7060
East,New Jersey,Pleasantville,8232,NP8232
East,New Jersey,Rahway,7065,NR7065
East,New Jersey,Ridgewood,7450,NR7450
East,New Jersey,Roselle,7203,NR7203
East,New Jersey,Rutherford,7070,NR7070
East,New Jersey,Sayreville,8871,NS8871
East,New Jersey,Scotch Plains,7076,NS7076
East,New Jersey,Secaucus,7094,NS7094
East,New Jersey,Somerset,8873,NS8873
East,New Jersey,South Orange,7079,NS7079
East,New Jersey,South Plainfield,7080,NS7080
East,New Jersey,South Vineland,8360,NS8360
East,New Jersey,Summit,7901,NS7901
East,New Jersey,Teaneck,7666,NT7666
East,New Jersey,Tinton Falls,7701,NT7701
East,New Jersey,Toms River,8753,NT8753
East,New Jersey,Trenton,8601,NT8601
East,New Jersey,Union,7083,NU7083
East,New Jersey,Union City,7086,NU7086
East,New Jersey,Vineland,8360,NV8360
East,New Jersey,Wayne,7470,NW7470
East,New Jersey,West Milford,7480,NW7480
East,New Jersey,West Orange,7052,NW7052
East,New Jersey,Westfield,7090,NW7090
East,New Jersey,Willingboro,8046,NW8046
East,New Jersey,Woodbridge,7095,NW7095
East,New Jersey,Wyckoff,7481,NW7481
East,New York,Albany,12208,NA12208
East,New York,Auburn,13021,NA13021
East,New York,Bethpage,11714,NB11714
East,New York,Binghamton,13905,NB13905
East,New York,Brooklyn,11226,NB11226
East,New York,Buffalo,14215,NB14215
East,New York,Centereach,11720,NC11720
East,New York,Central Islip,11722,NC11722
East,New York,Cheektowaga,14225,NC14225
East,New York,Cohoes,12047,NC12047
East,New York,Commack,11725,NC11725
East,New York,Coram,11727,NC11727
East,New York,Deer Park,11729,ND11729
East,New York,Depew,14043,ND14043
East,New York,Dix Hills,11746,ND11746
East,New York,East Massapequa,11758,NE11758
East,New York,East Meadow,11554,NE11554
East,New York,Elmira,14901,NE14901
East,New York,Franklin Square,11010,NF11010
East,New York,Freeport,11520,NF11520
East,New York,Glen Cove,11542,NG11542
East,New York,Harrison,10528,NH10528
East,New York,Hempstead,11550,NH11550
East,New York,Hicksville,11801,NH11801
East,New York,Holbrook,11741,NH11741
East,New York,Ithaca,14853,NI14853
East,New York,Jamestown,14701,NJ14701
East,New York,Kenmore,14217,NK14217
East,New York,Levittown,11756,NL11756
East,New York,Lindenhurst,11757,NL11757
East,New York,Long Beach,11561,NL11561
East,New York,Mount Vernon,10550,NM10550
East,New York,New City,10956,NN10956
East,New York,New Rochelle,10801,NN10801
East,New York,New York City,10004,NN10004
East,New York,New York City,10009,NN10009
East,New York,New York City,10011,NN10011
East,New York,New York City,10012,NN10012
East,New York,New York City,10013,NN10013
East,New York,New York City,10024,NN10024
East,New York,New York City,10035,NN10035
East,New York,New York City,10039,NN10039
East,New York,New York City,10045,NN10045
East,New York,New York City,10112,NN10112
East,New York,New York City,10115,NN10115
East,New York,New York City,10154,NN10154
East,New York,New York City,10165,NN10165
East,New York,New York City,10170,NN10170
East,New York,New York City,10177,NN10177
East,New York,New York City,10280,NN10280
East,New York,New York City,10282,NN10282
East,New York,Niagara Falls,14304,NN14304
East,New York,North Babylon,11703,NN11703
East,New York,North Tonawanda,14120,NN14120
East,New York,Oceanside,11572,NO11572
East,New York,Ossining,10562,NO10562
East,New York,Plainview,11803,NP11803
East,New York,Port Chester,10573,NP10573
East,New York,Rochester,14609,NR14609
East,New York,Rome,13440,NR13440
East,New York,Roosevelt,11575,NR11575
East,New York,Rotterdam,12306,NR12306
East,New York,Rye,10580,NR10580
East,New York,Scarsdale,10583,NS10583
East,New York,Schenectady,12306,NS12306
East,New York,Shirley,11967,NS11967
East,New York,Smithtown,11787,NS11787
East,New York,Syracuse,13210,NS13210
East,New York,Tonawanda,14150,NT14150
East,New York,Troy,12180,NT12180
East,New York,Utica,13501,NU13501
East,New York,Valley Stream,11580,NV11580
East,New York,Watertown,13601,NW13601
East,New York,West Babylon,11704,NW11704
East,New York,West Islip,11795,NW11795
East,New York,West Seneca,14224,NW14224
East,New York,White Plains,10605,NW10605
East,New York,Woodmere,11598,NW11598
East,New York,Yonkers,10701,NY10701
East,Ohio,Akron,44312,OA44312
East,Ohio,Austintown,44515,OA44515
East,Ohio,Beavercreek,45431,OB45431
East,Ohio,Berea,44017,OB44017
East,Ohio,Boardman,44512,OB44512
East,Ohio,Bowling Green,43402,OB43402
East,Ohio,Canton,44708,OC44708
East,Ohio,Cincinnati,45231,OC45231
East,Ohio,Cleveland,44105,OC44105
East,Ohio,Cleveland Heights,44106,OC44106
East,Ohio,Columbus,43229,OC43229
East,Ohio,Cuyahoga Falls,44221,OC44221
East,Ohio,Dayton,45406,OD45406
East,Ohio,Delaware,43015,OD43015
East,Ohio,Dublin,43017,OD43017
East,Ohio,East Cleveland,44112,OE44112
East,Ohio,Elyria,44035,OE44035
East,Ohio,Euclid,44117,OE44117
East,Ohio,Fairborn,45324,OF45324
East,Ohio,Fairfield,45014,OF45014
East,Ohio,Findlay,45840,OF45840
East,Ohio,Gahanna,43230,OG43230
East,Ohio,Garfield Heights,44125,OG44125
East,Ohio,Grove City,43123,OG43123
East,Ohio,Hamilton,45011,OH45011
East,Ohio,Hilliard,43026,OH43026
East,Ohio,Huber Heights,45424,OH45424
East,Ohio,Hudson,44236,OH44236
East,Ohio,Kent,44240,OK44240
East,Ohio,Kettering,45429,OK45429
East,Ohio,Lakewood,44107,OL44107
East,Ohio,Lancaster,43130,OL43130
East,Ohio,Lima,45801,OL45801
East,Ohio,Lorain,44052,OL44052
East,Ohio,Mansfield,44903,OM44903
East,Ohio,Marion,43302,OM43302
East,Ohio,Mason,45040,OM45040
East,Ohio,Massillon,44646,OM44646
East,Ohio,Medina,44256,OM44256
East,Ohio,Mentor,44060,OM44060
East,Ohio,Middletown,45042,OM45042
East,Ohio,Mount Vernon,43050,OM43050
East,Ohio,Newark,43055,ON43055
East,Ohio,North Olmsted,44070,ON44070
East,Ohio,North Ridgeville,44039,ON44039
East,Ohio,North Royalton,44133,ON44133
East,Ohio,Parma,44134,OP44134
East,Ohio,Reynoldsburg,43068,OR43068
East,Ohio,Sandusky,44870,OS44870
East,Ohio,Shaker Heights,44118,OS44118
East,Ohio,Springfield,45503,OS45503
East,Ohio,Steubenville,43952,OS43952
East,Ohio,Stow,44224,OS44224
East,Ohio,Strongsville,44136,OS44136
East,Ohio,Toledo,43615,OT43615
East,Ohio,Troy,45373,OT45373
East,Ohio,Upper Arlington,43221,OU43221
East,Ohio,Warren,44483,OW44483
East,Ohio,Westerville,43081,OW43081
East,Ohio,Westlake,44145,OW44145
East,Ohio,Whitehall,43213,OW43213
East,Ohio,Willoughby,44094,OW44094
East,Ohio,Wooster,44691,OW44691
East,Ohio,Xenia,45385,OX45385
East,Ohio,Youngstown,44511,OY44511
East,Pennsylvania,Allentown,18103,PA18103
East,Pennsylvania,Altoona,16602,PA16602
East,Pennsylvania,Baldwin,15234,PB15234
East,Pennsylvania,Bethel Park,15102,PB15102
East,Pennsylvania,Bethlehem,18018,PB18018
East,Pennsylvania,Chambersburg,17201,PC17201
East,Pennsylvania,Chester,19013,PC19013
East,Pennsylvania,Drexel Hill,19026,PD19026
East,Pennsylvania,Easton,18040,PE18040
East,Pennsylvania,Erie,16509,PE16509
East,Pennsylvania,Greensburg,15601,PG15601
East,Pennsylvania,Hanover,17331,PH17331
East,Pennsylvania,Harrisburg,17112,PH17112
East,Pennsylvania,Hazleton,18201,PH18201
East,Pennsylvania,Hermitage,16148,PH16148
East,Pennsylvania,King of Prussia,19406,PK19406
East,Pennsylvania,Lancaster,17602,PL17602
East,Pennsylvania,Levittown,19057,PL19057
East,Pennsylvania,McKeesport,15131,PM15131
East,Pennsylvania,Monroeville,15146,PM15146
East,Pennsylvania,Mount Lebanon,15228,PM15228
East,Pennsylvania,Norristown,19401,PN19401
East,Pennsylvania,Penn Hills,15235,PP15235
East,Pennsylvania,Philadelphia,19112,PP19112
East,Pennsylvania,Philadelphia,19120,PP19120
East,Pennsylvania,Philadelphia,19134,PP19134
East,Pennsylvania,Philadelphia,19140,PP19140
East,Pennsylvania,Philadelphia,19143,PP19143
East,Pennsylvania,Pittsburgh,15122,PP15122
East,Pennsylvania,Plum,15239,PP15239
East,Pennsylvania,Pottstown,19464,PP19464
East,Pennsylvania,Radnor,19087,PR19087
East,Pennsylvania,Reading,19601,PR19601
East,Pennsylvania,Scranton,18504,PS18504
East,Pennsylvania,Sharon,16146,PS16146
East,Pennsylvania,State College,16801,PS16801
East,Pennsylvania,Upper Saint Clair,15241,PU15241
East,Pennsylvania,West Mifflin,15122,PW15122
East,Pennsylvania,Wilkes Barre,18705,PW18705
East,Pennsylvania,Wilkinsburg,15221,PW15221
East,Pennsylvania,Willow Grove,19090,PW19090
East,Pennsylvania,York,17403,PY17403
East,Rhode Island,Barrington,2806,RB2806
East,Rhode Island,Central Falls,2863,RC2863
East,Rhode Island,Coventry,2816,RC2816
East,Rhode Island,Cranston,2907,RC2907
East,Rhode Island,Cranston,2910,RC2910
East,Rhode Island,Cranston,2920,RC2920
East,Rhode Island,Cumberland,2864,RC2864
East,Rhode Island,East Providence,2914,RE2914
East,Rhode Island,Middletown,2840,RM2840
East,Rhode Island,Newport,2840,RN2840
East,Rhode Island,North Kingstown,2852,RN2852
East,Rhode Island,Pawtucket,2861,RP2861
East,Rhode Island,Providence,2908,RP2908
East,Rhode Island,Smithfield,2917,RS2917
East,Rhode Island,Tiverton,2878,RT2878
East,Rhode Island,Warwick,2886,RW2886
East,Rhode Island,Westerly,2808,RW2808
East,Rhode Island,Westerly,2891,RW2891
East,Rhode Island,Woonsocket,2895,RW2895
East,Vermont,Bennington,5201,VB5201
East,Vermont,Burlington,5401,VB5401
East,Vermont,Colchester,5439,VC5439
East,Vermont,Essex Junction,5451,VE5451
East,Vermont,Rutland,5701,VR5701
East,Vermont,South Burlington,5403,VS5403
East,West Virginia,Beckley,25801,WB25801
East,West Virginia,Charleston,25314,WC25314
East,West Virginia,Clarksburg,26301,WC26301
East,West Virginia,Fairmont,26554,WF26554
East,West Virginia,Huntington,25705,WH25705
East,West Virginia,Morgantown,26501,WM26501
East,West Virginia,Parkersburg,26101,WP26101
East,West Virginia,Wheeling,26003,WW26003
South,Alabama,Auburn,36830,AA36830
South,Alabama,Bessemer,35020,AB35020
South,Alabama,Birmingham,35211,AB35211
South,Alabama,Decatur,35601,AD35601
South,Alabama,Enterprise,36330,AE36330
South,Alabama,Florence,35630,AF35630
South,Alabama,Gadsden,35904,AG35904
South,Alabama,Homewood,35209,AH35209
South,Alabama,Hoover,35244,AH35244
South,Alabama,Huntsville,35810,AH35810
South,Alabama,Madison,35756,AM35756
South,Alabama,Mobile,36608,AM36608
South,Alabama,Montgomery,36116,AM36116
South,Alabama,Northport,35473,AN35473
South,Alabama,Opelika,36801,AO36801
South,Alabama,Oxford,36203,AO36203
South,Alabama,Phenix City,36869,AP36869
South,Alabama,Prattville,36067,AP36067
South,Alabama,Selma,36701,AS36701
South,Alabama,Talladega,35160,AT35160
South,Alabama,Tuscaloosa,35401,AT35401
South,Alabama,Vestavia Hills,35216,AV35216
South,Arkansas,Bella Vista,72714,AB72714
South,Arkansas,Benton,72015,AB72015
South,Arkansas,Bentonville,72712,AB72712
South,Arkansas,Bryant,72022,AB72022
South,Arkansas,Cabot,72023,AC72023
South,Arkansas,Conway,72032,AC72032
South,Arkansas,Fayetteville,72701,AF72701
South,Arkansas,Fort Smith,72903,AF72903
South,Arkansas,Hot Springs,71901,AH71901
South,Arkansas,Jonesboro,72401,AJ72401
South,Arkansas,Little Rock,72209,AL72209
South,Arkansas,North Little Rock,72113,AN72113
South,Arkansas,Paragould,72450,AP72450
South,Arkansas,Pine Bluff,71603,AP71603
South,Arkansas,Rogers,72756,AR72756
South,Arkansas,Russellville,72801,AR72801
South,Arkansas,Searcy,72143,AS72143
South,Arkansas,Sherwood,72116,AS72116
South,Arkansas,Springdale,72762,AS72762
South,Arkansas,Texarkana,71854,AT71854
South,Arkansas,Van Buren,72956,AV72956
South,Arkansas,West Memphis,72301,AW72301
South,Florida,Altamonte Springs,32701,FA32701
South,Florida,Apopka,32712,FA32712
South,Florida,Belle Glade,33430,FB33430
South,Florida,Boca Raton,33433,FB33433
South,Florida,Boynton Beach,33437,FB33437
South,Florida,Bradenton,34210,FB34210
South,Florida,Brandon,33511,FB33511
South,Florida,Carol City,33055,FC33055
South,Florida,Casselberry,32707,FC32707
South,Florida,Coconut Creek,33063,FC33063
South,Florida,Coral Gables,33134,FC33134
South,Florida,Coral Springs,33065,FC33065
South,Florida,Davie,33314,FD33314
South,Florida,Daytona Beach,32114,FD32114
South,Florida,Deerfield Beach,33441,FD33441
South,Florida,Deland,32720,FD32720
South,Florida,Delray Beach,33445,FD33445
South,Florida,Deltona,32725,FD32725
South,Florida,Dunedin,34698,FD34698
South,Florida,Fort Lauderdale,33311,FF33311
South,Florida,Fort Myers,33917,FF33917
South,Florida,Fort Pierce,34982,FF34982
South,Florida,Fruit Cove,32259,FF32259
South,Florida,Gainesville,32601,FG32601
South,Florida,Hialeah,33012,FH33012
South,Florida,Hollywood,33021,FH33021
South,Florida,Homestead,33030,FH33030
South,Florida,Immokalee,34142,FI34142
South,Florida,Jacksonville,32216,FJ32216
South,Florida,Jupiter,33458,FJ33458
South,Florida,Kendall,33156,FK33156
South,Florida,Kissimmee,34741,FK34741
South,Florida,Lake Worth,33461,FL33461
South,Florida,Lakeland,33801,FL33801
South,Florida,Land O Lakes,34639,FL34639
South,Florida,Lehigh Acres,33971,FL33971
South,Florida,Margate,33063,FM33063
South,Florida,Melbourne,32935,FM32935
South,Florida,Merritt Island,32953,FM32953
South,Florida,Miami,33132,FM33132
South,Florida,Miami,33142,FM33142
South,Florida,Miami,33178,FM33178
South,Florida,Miami,33180,FM33180
South,Florida,Miami,33181,FM33181
South,Florida,Miami,33916,FM33916
South,Florida,Miramar,33023,FM33023
South,Florida,New Smyrna Beach,32168,FN32168
South,Florida,North Miami,33161,FN33161
South,Florida,North Miami Beach,33160,FN33160
South,Florida,North Port,34287,FN34287
South,Florida,Oakland Park,33334,FO33334
South,Florida,Ocoee,34761,FO34761
South,Florida,Orlando,32839,FO32839
South,Florida,Ormond Beach,32174,FO32174
South,Florida,Oviedo,32765,FO32765
South,Florida,Palm Bay,32905,FP32905
South,Florida,Palm Beach Gardens,33403,FP33403
South,Florida,Palm Coast,32137,FP32137
South,Florida,Palm Harbor,34683,FP34683
South,Florida,Panama City,32404,FP32404
South,Florida,Pembroke Pines,33024,FP33024
South,Florida,Pensacola,32503,FP32503
South,Florida,Pine Hills,32808,FP32808
South,Florida,Plant City,33566,FP33566
South,Florida,Plantation,33317,FP33317
South,Florida,Poinciana,34759,FP34759
South,Florida,Pompano Beach,33068,FP33068
South,Florida,Ponte Vedra Beach,32004,FP32004
South,Florida,Port Charlotte,33952,FP33952
South,Florida,Port Orange,32127,FP32127
South,Florida,Port Saint Lucie,34952,FP34952
South,Florida,Riverview,33569,FR33569
South,Florida,Riviera Beach,33404,FR33404
South,Florida,Royal Palm Beach,33411,FR33411
South,Florida,Saint Cloud,34769,FS34769
South,Florida,Saint Petersburg,33710,FS33710
South,Florida,Sanford,32771,FS32771
South,Florida,Sarasota,34239,FS34239
South,Florida,Seminole,33772,FS33772
South,Florida,Spring Hill,34609,FS34609
South,Florida,Sunrise,33322,FS33322
South,Florida,Tallahassee,32303,FT32303
South,Florida,Tamarac,33319,FT33319
South,Florida,Tampa,33614,FT33614
South,Florida,Titusville,32780,FT32780
South,Florida,West Palm Beach,33407,FW33407
South,Florida,Winter Garden,34787,FW34787
South,Florida,Winter Haven,33881,FW33881
South,Florida,Winter Park,32789,FW32789
South,Florida,Winter Springs,32708,FW32708
South,Georgia,Albany,31707,GA31707
South,Georgia,Athens,30605,GA30605
South,Georgia,Atlanta,30305,GA30305
South,Georgia,Atlanta,30318,GA30318
South,Georgia,Augusta,30904,GA30904
South,Georgia,College Park,30337,GC30337
South,Georgia,Columbus,31907,GC31907
South,Georgia,Dalton,30721,GD30721
South,Georgia,Douglasville,30135,GD30135
South,Georgia,Dunwoody,30338,GD30338
South,Georgia,East Point,30344,GE30344
South,Georgia,Evans,30809,GE30809
South,Georgia,Forest Park,30297,GF30297
South,Georgia,Gainesville,30501,GG30501
South,Georgia,Hinesville,31313,GH31313
South,Georgia,Kennesaw,30144,GK30144
South,Georgia,La Grange,30240,GL30240
South,Georgia,Macon,31204,GM31204
South,Georgia,Marietta,30062,GM30062
South,Georgia,Martinez,30907,GM30907
South,Georgia,Newnan,30265,GN30265
South,Georgia,Peachtree City,30269,GP30269
South,Georgia,Rome,30161,GR30161
South,Georgia,Roswell,30076,GR30076
South,Georgia,Sandy Springs,30328,GS30328
South,Georgia,Savannah,31401,GS31401
South,Georgia,Smyrna,30080,GS30080
South,Georgia,Statesboro,30458,GS30458
South,Georgia,Tucker,30084,GT30084
South,Georgia,Warner Robins,31088,GW31088
South,Georgia,Woodstock,30188,GW30188
South,Kentucky,Bowling Green,42104,KB42104
South,Kentucky,Covington,41011,KC41011
South,Kentucky,Danville,40422,KD40422
South,Kentucky,Florence,41042,KF41042
South,Kentucky,Fort Thomas,41075,KF41075
South,Kentucky,Georgetown,40324,KG40324
South,Kentucky,Henderson,42420,KH42420
South,Kentucky,Hopkinsville,42240,KH42240
South,Kentucky,Louisville,40214,KL40214
South,Kentucky,Murray,42071,KM42071
South,Kentucky,Nicholasville,40356,KN40356
South,Kentucky,Owensboro,42301,KO42301
South,Kentucky,Paducah,42003,KP42003
South,Kentucky,Pleasure Ridge Park,40258,KP40258
South,Kentucky,Richmond,40475,KR40475
South,Louisiana,Alexandria,71301,LA71301
South,Louisiana,Baton Rouge,70802,LB70802
South,Louisiana,Bossier City,71111,LB71111
South,Louisiana,Houma,70364,LH70364
South,Louisiana,Kenner,70065,LK70065
South,Louisiana,Lafayette,70506,LL70506
South,Louisiana,Lake Charles,70601,LL70601
South,Louisiana,Marrero,70072,LM70072
South,Louisiana,Metairie,70003,LM70003
South,Louisiana,Monroe,71203,LM71203
South,Louisiana,New Iberia,70560,LN70560
South,Louisiana,New Orleans,70117,LN70117
South,Louisiana,Shreveport,71109,LS71109
South,Louisiana,Slidell,70458,LS70458
South,Louisiana,Terrytown,70056,LT70056
South,Mississippi,Biloxi,39530,MB39530
South,Mississippi,Clinton,39056,MC39056
South,Mississippi,Columbus,39701,MC39701
South,Mississippi,Greenville,38701,MG38701
South,Mississippi,Gulfport,39503,MG39503
South,Mississippi,Hattiesburg,39401,MH39401
South,Mississippi,Horn Lake,38637,MH38637
South,Mississippi,Jackson,39212,MJ39212
South,Mississippi,Long Beach,39560,ML39560
South,Mississippi,Meridian,39301,MM39301
South,Mississippi,Olive Branch,38654,MO38654
South,Mississippi,Pearl,39208,MP39208
South,Mississippi,Southaven,38671,MS38671
South,Mississippi,Tupelo,38801,MT38801
South,Mississippi,Vicksburg,39180,MV39180
South,North Carolina,Albemarle,28001,NA28001
South,North Carolina,Apex,27502,NA27502
South,North Carolina,Asheboro,27203,NA27203
South,North Carolina,Asheville,28806,NA28806
South,North Carolina,Burlington,27217,NB27217
South,North Carolina,Cary,27511,NC27511
South,North Carolina,Chapel Hill,27514,NC27514
South,North Carolina,Charlotte,28204,NC28204
South,North Carolina,Charlotte,28205,NC28205
South,North Carolina,Charlotte,28206,NC28206
South,North Carolina,Concord,28027,NC28027
South,North Carolina,Cornelius,28031,NC28031
South,North Carolina,Durham,27707,ND27707
South,North Carolina,Eden,27288,NE27288
South,North Carolina,Fayetteville,28314,NF28314
South,North Carolina,Fort Bragg,28307,NF28307
South,North Carolina,Garner,27529,NG27529
South,North Carolina,Gastonia,28052,NG28052
South,North Carolina,Goldsboro,27534,NG27534
South,North Carolina,Greensboro,27405,NG27405
South,North Carolina,Greenville,27834,NG27834
South,North Carolina,Hickory,28601,NH28601
South,North Carolina,High Point,27260,NH27260
South,North Carolina,Indian Trail,28079,NI28079
South,North Carolina,Jacksonville,28540,NJ28540
South,North Carolina,Kannapolis,28081,NK28081
South,North Carolina,Laurinburg,28352,NL28352
South,North Carolina,Mint Hill,28227,NM28227
South,North Carolina,Monroe,28110,NM28110
South,North Carolina,Mooresville,28115,NM28115
South,North Carolina,New Bern,28560,NN28560
